507    1062
481     540
___________________________________________________________
Result of Year   2010   :
541     600
___________________________________________________________
Result of Year   2015   :
28018 28018
-100.0 ab initio , arabidopsis thaliana
-50.0 hidden markov model , blood pressure
-50.0 hidden markov model , dna sequence
-50.0 hidden markov model , long-term monitoring
-50.0 hidden markov model , natural language
-50.0 hidden markov model , protein structure
-50.0 hidden markov model , subthalamic nucleus
-50.0 hidden markov model , t cell
-50.0 hierarchical clustering , expression signature
-50.0 hierarchical clustering , gene set
-50.0 hierarchical clustering , prognostic biomarker
-50.0 high-dimensional data , expression profiles
-50.0 high-dimensional data , gene selection
-50.0 high-throughput screening , drug target
-50.0 high-throughput screening , mycobacterium tuberculosis
-50.0 human-computer interaction , emotional state
-50.0 hybrid approach , named entities
-50.0 hypothesis testing , gene expression
-50.0 image analysis , cell cycle
-50.0 image analysis , computer-assisted diagnosis
-50.0 image analysis , prognostic marker
-50.0 image analysis , radiation therapy
-50.0 image analysis , small bowel
-50.0 image features , breast imaging
-50.0 image features , in vivo
-50.0 image processing , clinical study
-50.0 image segmentation , carotid artery
-50.0 image segmentation , cell types
-50.0 image segmentation , reference standard
-50.0 in silico , protein complex
-50.0 in silico , sequence motifs
-50.0 incremental learning , gene
-50.0 independent component analysis , tumor
-50.0 independent set , mirna signature
-50.0 independent set , molecular descriptors
-50.0 independent set , risk factor
-50.0 independent test set , in vitro
-50.0 independent test set , in vivo
-50.0 independent test set , liver cirrhosis
-50.0 independent test set , molecular mechanism
-50.0 independent test set , tissue microarray
-50.0 information extraction , clinical reports
-50.0 information extraction , systematic review
-50.0 information gain , electronic health record
-50.0 information gain , gene selection
-50.0 information gain , gene signature
-50.0 information gain , health records
-50.0 information gain , t cells
-50.0 jackknife test , drug development
-50.0 jackknife test , peptide
-50.0 k-means , differentially expressed genes
-50.0 k-means , molecular descriptors
-50.0 k-means , public health
-50.0 k-means , skin lesions
-50.0 k-means , white matter
-50.0 kernel functions , diabetes
-50.0 kernel functions , protein
-50.0 kernel methods , cancer
-50.0 knowledge acquisition , gene
-50.0 knowledge discovery , clinical outcome
-50.0 knowledge extraction , smoking status
-50.0 lead optimization , chemical space
-50.0 learning algorithm , blood smear
-50.0 learning algorithm , cleavage site
-50.0 learning algorithm , hot spot residues
-50.0 learning algorithm , named entities
-50.0 learning algorithm , physiochemical properties
-50.0 learning algorithm , regulation of gene expression
-50.0 learning algorithm , skin lesions
-50.0 level set , computed tomography
-50.0 linear classifier , auditory cortex
-50.0 linear classifier , scalp eeg
-50.0 linear combination , clinical data
-50.0 linear discriminant , brain volume
-50.0 linear discriminant , clinical decision
-50.0 linear discriminant , computer-assisted diagnosis
-50.0 linear discriminant , emotional state
-50.0 linear discriminant , gait cycle
-50.0 linear discriminant , human brain
-50.0 linear discriminant , imbalanced data
-50.0 linear discriminant , lesion classification
-50.0 linear discriminant , molecular descriptors
-50.0 linear discriminant , neuronal activity
-50.0 linear discriminant , protein data bank
-50.0 linear model , cognitive function
-50.0 linear model , molecular descriptors
-50.0 linear model , quality of life
-50.0 linear regression , age and gender
-50.0 linear regression , breast density
-50.0 linear regression , breast ultrasound
-50.0 linear regression , cause of death
-50.0 linear regression , intravascular ultrasound
-50.0 local binary pattern , screening mammography
-50.0 local binary pattern , tumor detection
-50.0 logistic regression , breast lesion
-50.0 logistic regression , developing countries
-50.0 logistic regression , event-related potentials
-50.0 logistic regression , liver biopsy
-50.0 logistic regression , patient survival
-50.0 logistic regression , tumor microenvironment
-50.0 machine learning , heart sounds
-50.0 machine learning , mhc class ii
-50.0 machine learning , molecular classification
-50.0 machine learning , neuromuscular disorders
-50.0 machine learning , primary visual cortex
-50.0 machine learning , sign language
-50.0 majority voting , breast cancer
-50.0 majority voting , gene expression profile
-50.0 majority voting , microscopy images
-50.0 manifold learning , cancer
-50.0 markov chain , gene expression
-50.0 markov random field , blood vessel
-50.0 markov random field , blood vessels
-50.0 markov random field , breast cancer
-50.0 markov random field , clinical data
-50.0 markov random field , human brain
-50.0 matrix factorization , early diagnosis
-50.0 maximum entropy , clinical text
-50.0 maximum likelihood , multiple sclerosis
-50.0 medical informatics , heterogeneous data
-50.0 mixture model , diabetes
-50.0 mixture model , early detection
-50.0 mixture model , optic disc
-50.0 monitoring systems , chronic disease
-50.0 monte carlo , missing data
-50.0 morphological features , heart disease
-50.0 morphological features , tissue microarray
-50.0 mri images , functional connectivity
-50.0 multilayer perceptron , standard automated perimetry
-50.0 multilayer perceptron , ultrasound images
-50.0 multiple linear regression , in vitro
-50.0 multiple linear regression , spatial pattern
-50.0 multivariate classifier , primary visual cortex
-50.0 multivariate model , clinical utility
-50.0 multivariate model , diagnostic performance
-50.0 multivariate model , gene expression analysis
-50.0 multivariate model , immune response
-50.0 multivariate model , molecular classifier
-50.0 multivariate model , progesterone receptor
-50.0 multivariate model , prognostic marker
-50.0 multivariate model , protein interaction
-50.0 multivariate pattern analysis , brain function
-50.0 multivariate pattern analysis , individual variability
-50.0 mutual information , gene selection
-50.0 mutual information , protein structure
-50.0 naive bayes , diabetic retinopathy
-50.0 naive bayes , noisy data
-50.0 naive bayes , side effect
-50.0 natural language processing , biomedical informatics
-50.0 natural language processing , epilepsy
-50.0 natural language processing , high risk
-50.0 natural language processing , lymph node
-50.0 nearest neighbor , body mass index
-50.0 nearest neighbor , cervical cancer
-50.0 nearest neighbor , colon cancer
-50.0 nearest neighbor , differential diagnosis
-50.0 nearest neighbor , drug-drug interaction
-50.0 nearest neighbor , gene selection
-50.0 nearest neighbor , liver biopsy
-50.0 nearest neighbor , lung function
-50.0 nearest neighbor , multidrug resistance
-50.0 nearest neighbor , protein folding
-50.0 nearest neighbor , protein subcellular localization
-50.0 nearest neighbor , protein-protein interaction
-50.0 nearest neighbor , tumor classification
-50.0 network analysis , molecular networks
-50.0 neural network , cleavage site
-50.0 neural network , fine needle aspiration
-50.0 neural network , mhc class ii
-50.0 neural network , microarray analysis
-50.0 neural network , protein classification
-50.0 neural network , pseudo amino acid composition
-50.0 neural network , signaling pathways
-50.0 next generation sequencing , mass spectrometry
-50.0 next generation sequencing , taxonomic classification
-50.0 partial least squares , chemical properties
-50.0 partial least squares , expression profiles
-50.0 particle swarm optimization , disease diagnosis
-50.0 particle swarm optimization , expression profiles
-50.0 particle swarm optimization , gene selection
-50.0 pathway analysis , cancer diagnosis
-50.0 pathway analysis , expression signature
-50.0 pathway analysis , gene expression signature
-50.0 pattern recognition , disease diagnosis
-50.0 pattern recognition , electrical stimulation
-50.0 pattern recognition , gene ontology
-50.0 pattern recognition , glioblastoma multiforme
-50.0 pattern recognition , protein function
-50.0 pattern recognition , reference standard
-50.0 pattern recognition , regional homogeneity
-50.0 personalized medicine , drug sensitivity
-50.0 personalized medicine , medical records
-50.0 physicochemical properties , chemical descriptors
-50.0 physicochemical properties , membrane protein
-50.0 physicochemical properties , peptide binding
-50.0 physicochemical properties , protein binding
-50.0 physicochemical properties , risk assessment
-50.0 physiological data , chronic disease
-50.0 position-specific scoring matrix , protein structure
-50.0 position-specific scoring matrix , structure prediction
-50.0 power spectral density , heart rate
-50.0 predictive modeling , cell types
-50.0 predictive modeling , intensive care
-50.0 predictive models , breast imaging
-50.0 predictive models , protein function
-50.0 predictive models , spatial pattern
-50.0 predictive performance , biological relevance
-50.0 predictive performance , escherichia coli
-50.0 predictive performance , gene expression signature
-50.0 predictive performance , hepatocellular carcinoma
